Chromosome	Start	Stop	Length	Strand	Gene Symbol	gene_biotype	gene_id	gene_name	gene_source	gene_version	r542	r543	r544	r545	r546	r547	r548	r549
19	3777970	3802130	24160	-	ENSG00000007264	protein_coding	ENSG00000007264	MATK	ensembl_havana	15	1.00626	1	1.00107	1	1.00356	1.00104	1	1.00148
1	112523514	112620826	97312	-	ENSG00000007341	protein_coding	ENSG00000007341	ST7L	ensembl_havana	19	1.24692	1.24233	1.08933	1.06985	1.15529	1.14425	1.12036	1.18156
X	154295795	154330351	34556	+	ENSG00000007350	protein_coding	ENSG00000007350	TKTL1	ensembl_havana	18	1	1.00099	1.00374	1.00085	1	1.00072	1.00342	1.00519
11	31784779	31817962	33183	-	ENSG00000007372	protein_coding	ENSG00000007372	PAX6	ensembl_havana	25	1.30924	1.3641	1.00078	1	1.00173	1.00151	1.00535	1
16	784974	788398	3424	-	ENSG00000007376	protein_coding	ENSG00000007376	RPUSD1	ensembl_havana	8	3.63241	3.39662	2.38193	2.79514	3.10006	3.97621	2.37384	3.02125
16	58059	76356	18297	-	ENSG00000007384	protein_coding	ENSG00000007384	RHBDF1	ensembl_havana	15	1.30251	1.30963	1.40557	1.5087	1.27243	1.2819	1.17625	1.23322
16	188969	229464	40495	-	ENSG00000007392	protein_coding	ENSG00000007392	LUC7L	ensembl_havana	17	1.15461	1.2196	1.25604	1.24936	1.26812	1.25165	1.17826	1.25768
3	50362613	50504245	141632	-	ENSG00000007402	protein_coding	ENSG00000007402	CACNA2D2	ensembl_havana	12	1.00598	1.00945	1.00018	1.00021	1.00566	1.00371	1.00104	1.00152
16	1333638	1349440	15802	+	ENSG00000007516	protein_coding	ENSG00000007516	BAIAP3	ensembl_havana	15	1.03485	1.02212	1.00331	1.0094	1.01322	1.00978	1.01498	1.01613
16	1349240	1351879	2639	-	ENSG00000007520	protein_coding	ENSG00000007520	TSR3	ensembl_havana	4	3.07213	2.8061	1.91099	2.16375	1.98468	2.02307	1.78475	1.70509
16	566995	584110	17115	+	ENSG00000007541	protein_coding	ENSG00000007541	PIGQ	ensembl_havana	17	1.33434	1.38509	1.39128	1.48226	1.37159	1.38914	1.26966	1.34989
16	1612337	1677909	65572	+	ENSG00000007545	protein_coding	ENSG00000007545	CRAMP1	ensembl_havana	16	1.33022	1.36894	1.25582	1.32416	1.32915	1.36616	1.19151	1.25855
6	35473597	35497080	23483	-	ENSG00000007866	protein_coding	ENSG00000007866	TEAD3	ensembl_havana	22	1.39799	1.32167	1.21361	1.2605	1.67341	1.73889	1.28221	1.34663
1	6634168	6701925	67757	-	ENSG00000007923	protein_coding	ENSG00000007923	DNAJC11	ensembl_havana	17	1.40679	1.42066	1.30178	1.32701	1.30353	1.29031	1.38904	1.50784
1	171090901	171117820	26919	+	ENSG00000007933	protein_coding	ENSG00000007933	FMO3	ensembl_havana	13	1	1.00128	1	1	1.08088	1.08557	1.01319	1.01732
6	16129086	16148249	19163	+	ENSG00000007944	protein_coding	ENSG00000007944	MYLIP	ensembl_havana	15	2.28638	2.27034	1.50868	1.37421	2.17801	2.00476	1.55733	2.07971
X	100843324	100874360	31036	-	ENSG00000007952	protein_coding	ENSG00000007952	NOX1	ensembl_havana	18	1.0039	1	1	1.00377	1	1.00242	1	1.00116
1	23506438	23531234	24796	-	ENSG00000007968	protein_coding	ENSG00000007968	E2F2	ensembl_havana	7	2.40887	2.26976	1.25339	1.41432	2.51811	2.62269	1.3138	1.38612
6	170535120	170553308	18188	-	ENSG00000008018	protein_coding	ENSG00000008018	PSMB1	ensembl_havana	9	4.67356	4.25075	6.77306	7.01716	7.82807	8.30294	4.78848	5.88153
X	47571901	47619858	47957	-	ENSG00000008056	protein_coding	ENSG00000008056	SYN1	ensembl_havana	14	1.01135	1.00265	1.01132	1.0116	1.00239	1.00104	1	1.00299
6	15246069	15522043	275974	+	ENSG00000008083	protein_coding	ENSG00000008083	JARID2	ensembl_havana	14	1.07223	1.08249	1.19151	1.20787	1.10017	1.08909	1.08962	1.15527
X	18425583	18653630	228047	+	ENSG00000008086	protein_coding	ENSG00000008086	CDKL5	ensembl_havana	13	1.02427	1.028	1.0644	1.06328	1.12336	1.13296	1.0467	1.06714
1	209583714	209613940	30226	+	ENSG00000008118	protein_coding	ENSG00000008118	CAMK1G	ensembl_havana	10	1.004	1.00568	1.00086	1.00678	1	1	1.00392	1.01305
1	1702379	1724358	21979	-	ENSG00000008128	protein_coding	ENSG00000008128	CDK11A	ensembl_havana	23	1.00294	1.01093	1.01125	1.03398	1.05	1.06348	1.02445	1.06617
1	1751232	1780458	29226	-	ENSG00000008130	protein_coding	ENSG00000008130	NADK	ensembl_havana	15	2.17566	2.02325	1.90859	1.98946	2.20565	2.07603	2.11756	2.35823
3	38039205	38124026	84821	+	ENSG00000008226	protein_coding	ENSG00000008226	DLEC1	ensembl_havana	20	1.00071	1.00176	1.00112	1.00267	1.00118	1.00183	1.00285	1.00479
7	6161779	6272645	110866	-	ENSG00000008256	protein_coding	ENSG00000008256	CYTH3	ensembl_havana	17	1.33393	1.29762	1.0688	1.06178	1.12739	1.13212	1.25751	1.33412
7	87934143	88202890	268747	+	ENSG00000008277	protein_coding	ENSG00000008277	ADAM22	ensembl_havana	15	1.00473	1.00728	1.00164	1.00283	1.05383	1.04472	1.01816	1.02869
7	106090505	106112590	22085	-	ENSG00000008282	protein_coding	ENSG00000008282	SYPL1	ensembl_havana	10	11.4537	10.3233	8.96593	8.73584	21.8118	22.0483	8.83662	11.5423
17	63432304	63446355	14051	-	ENSG00000008283	protein_coding	ENSG00000008283	CYB561	ensembl_havana	16	5.60224	4.44789	2.22189	2.49773	5.87279	6.48846	2.34755	2.33472
17	50962174	51120869	158695	-	ENSG00000008294	protein_coding	ENSG00000008294	SPAG9	ensembl_havana	22	3.14134	3.12879	2.71012	2.54874	1.86253	1.82894	2.36987	2.99888
3	48636463	48662887	26424	-	ENSG00000008300	protein_coding	ENSG00000008300	CELSR3	ensembl_havana	17	1.33424	1.28716	1.27496	1.29132	1.10083	1.08433	1.13212	1.1832
7	122064583	122144309	79726	-	ENSG00000008311	protein_coding	ENSG00000008311	AASS	ensembl_havana	16	1.01404	1.00861	1.13556	1.13327	1.00395	1.00251	1.76555	2.07317
12	6310436	6328507	18071	+	ENSG00000008323	protein_coding	ENSG00000008323	PLEKHG6	ensembl_havana	16	1.62765	1.4427	1.00858	1.00486	1.0967	1.14548	1.00819	1.01786
3	42581840	42596935	15095	+	ENSG00000008324	protein_coding	ENSG00000008324	SS18L2	ensembl_havana	12	1.18234	1.17742	1.16444	1.19584	1.28657	1.29525	1.31163	1.4371
19	4343527	4360087	16560	+	ENSG00000008382	protein_coding	ENSG00000008382	MPND	ensembl_havana	16	1.02922	1.03788	1.00624	1.01358	1.04545	1.06484	1.00893	1.0065
12	16347142	16609260	262118	+	ENSG00000008394	protein_coding	ENSG00000008394	MGST1	ensembl_havana	13	2.45817	2.64778	1.26753	1.3274	1.84943	1.79598	1.20915	1.25692
12	106991364	107093550	102186	-	ENSG00000008405	protein_coding	ENSG00000008405	CRY1	ensembl_havana	12	1.49164	1.43512	1.52074	1.44025	1.67537	1.65886	2.32865	2.61738
19	12995475	13098797	103322	+	ENSG00000008441	protein_coding	ENSG00000008441	NFIX	ensembl_havana	19	1.73534	1.60979	1.26752	1.33569	1.877	1.94631	1.19757	1.23426
8	133454848	133571927	117079	-	ENSG00000008513	protein_coding	ENSG00000008513	ST3GAL1	ensembl_havana	17	1.67841	1.53286	1.55588	1.40849	1.62053	1.67514	1.30399	1.39357
16	3046062	3060727	14665	+	ENSG00000008516	protein_coding	ENSG00000008516	MMP25	ensembl_havana	18	1.00619	1.00702	1.00529	1.00399	1	1.00683	1.00202	1.00489
16	3065297	3082193	16896	+	ENSG00000008517	protein_coding	ENSG00000008517	IL32	ensembl_havana	19	1.9255	1.81488	8.73587	8.38495	1.02882	1.02667	1.03327	1.04669
16	2088708	2135899	47191	-	ENSG00000008710	protein_coding	ENSG00000008710	PKD1	ensembl_havana	20	1.56654	1.56518	2.72457	2.61011	1.31884	1.34496	1.20457	1.29583
22	50600793	50613982	13189	+	ENSG00000008735	protein_coding	ENSG00000008735	MAPK8IP2	ensembl_havana	14	1.03211	1.01562	1	1.00222	1.00869	1.0038	1.00673	1.00816
17	40019097	40061216	42119	-	ENSG00000008838	protein_coding	ENSG00000008838	MED24	ensembl_havana	21	1.60752	1.59101	1.16943	1.24044	1.45231	1.49578	1.60829	1.7143
8	22987417	23020510	33093	+	ENSG00000008853	protein_coding	ENSG00000008853	RHOBTB2	ensembl_havana	18	1.19275	1.19592	1.1478	1.19275	1.16054	1.1407	1.3094	1.37782
2	36968383	37084373	115990	-	ENSG00000008869	protein_coding	ENSG00000008869	HEATR5B	ensembl_havana	12	1.26937	1.24599	1.16808	1.20995	1.50014	1.50922	1.2969	1.40592
3	169966635	169998374	31739	+	ENSG00000008952	protein_coding	ENSG00000008952	SEC62	ensembl_havana	17	12.2432	11.1709	6.56329	5.95584	7.74515	7.45537	6.14912	7.82519
8	56067254	56074511	7257	-	ENSG00000008988	protein_coding	ENSG00000008988	RPS20	ensembl_havana	11	6.66257	7.09628	6.76649	7.57486	6.26617	6.76846	4.27414	4.68165
1	114716913	114758677	41764	-	ENSG00000009307	protein_coding	ENSG00000009307	CSDE1	ensembl_havana	17	34.4758	29.8306	18.3401	17.679	32.2834	31.1802	19.1427	25.6224
7	157138926	157269371	130445	+	ENSG00000009335	protein_coding	ENSG00000009335	UBE3C	ensembl_havana	19	2.54862	2.40004	2.11753	2.22174	1.55805	1.55491	2.25421	2.82893
6	111299028	111483716	184688	-	ENSG00000009413	protein_coding	ENSG00000009413	REV3L	ensembl_havana	17	1.54258	1.61478	1.65704	1.61281	1.8963	1.84561	1.29928	1.45159
X	124375903	125204313	828410	-	ENSG00000009694	protein_coding	ENSG00000009694	TENM1	ensembl_havana	14	1.00029	1.00021	1.0084	1.00837	1.01228	1.01342	1.02653	1.05
1	18630846	18748867	118021	+	ENSG00000009709	protein_coding	ENSG00000009709	PAX7	ensembl_havana	12	1.00538	1.00524	1.00022	1.0005	1.40804	1.38738	1.00125	1.00091
1	11022009	11047240	25231	-	ENSG00000009724	protein_coding	ENSG00000009724	MASP2	ensembl_havana	18	1.03237	1.05035	1.0082	1.01972	1.06018	1.06946	1.02345	1.06538
6	150368892	150405970	37078	+	ENSG00000009765	protein_coding	ENSG00000009765	IYD	ensembl_havana	15	1	1	1.00139	1	1.00309	1.00068	1.00399	1.00677
1	27725961	27763117	37156	+	ENSG00000009780	protein_coding	ENSG00000009780	FAM76A	ensembl_havana	16	1.54703	1.50177	1.27627	1.29146	1.51889	1.51888	1.59877	1.66205
1	209756032	209782321	26289	+	ENSG00000009790	protein_coding	ENSG00000009790	TRAF3IP3	ensembl_havana	15	1.04725	1.09616	1.01432	1.01271	1.01514	1.00715	1.00454	1.01541
14	77274956	77320884	45928	-	ENSG00000009830	protein_coding	ENSG00000009830	POMT2	ensembl_havana	13	1.17057	1.21904	1.20661	1.20967	1.55015	1.54734	1.36975	1.48329
6	142147162	142224686	77524	+	ENSG00000009844	protein_coding	ENSG00000009844	VTA1	ensembl_havana	16	2.71861	2.60503	2.25904	2.13227	2.91311	2.76735	2.04259	2.38442
7	73593194	73624544	31350	-	ENSG00000009950	protein_coding	ENSG00000009950	MLXIPL	ensembl_havana	16	1.00965	1.023	1.00577	1.00093	1.00274	1.0016	1	1.00114
7	73440406	73522294	81888	-	ENSG00000009954	protein_coding	ENSG00000009954	BAZ1B	ensembl_havana	11	2.21818	2.18448	3.04287	3.09561	2.19646	2.2781	1.9014	2.34041
6	13621498	13711836	90338	-	ENSG00000010017	protein_coding	ENSG00000010017	RANBP9	ensembl_havana	13	1.92527	1.88855	1.77697	1.73518	2.23466	2.27057	1.8994	2.27891
6	36354091	36387801	33710	-	ENSG00000010030	protein_coding	ENSG00000010030	ETV7	ensembl_havana	14	1.00897	1.00815	1	1	1.01445	1.0156	1	1.00213
1	231337104	231355024	17920	+	ENSG00000010072	protein_coding	ENSG00000010072	SPRTN	ensembl_havana	16	3.34157	3.07725	2.13304	2.07004	4.62166	4.60767	2.58822	3.11911
1	171781660	171814024	32364	+	ENSG00000010165	protein_coding	ENSG00000010165	METTL13	ensembl_havana	20	1.5327	1.51135	1.21651	1.29302	1.69309	1.80149	1.44427	1.58723
12	4562208	4615303	53095	+	ENSG00000010219	protein_coding	ENSG00000010219	DYRK4	ensembl_havana	14	1.0245	1.03621	1.03023	1.03804	1.03237	1.0274	1.03194	1.03917
17	32350132	32381886	31754	+	ENSG00000010244	protein_coding	ENSG00000010244	ZNF207	ensembl_havana	19	7.3914	7.82822	4.22777	4.20215	7.55526	6.8941	5.45726	7.99364
3	48599002	48610977	11975	-	ENSG00000010256	protein_coding	ENSG00000010256	UQCRC1	ensembl_havana	11	10.5828	8.39459	9.20926	8.775	9.5094	10.9191	6.2154	7.05782
7	38178245	38230671	52426	+	ENSG00000010270	protein_coding	ENSG00000010270	STARD3NL	ensembl_havana	14	1.75347	1.67784	1.93017	1.87318	1.23825	1.26554	2.81712	3.16276
12	6199715	6238272	38557	+	ENSG00000010278	protein_coding	ENSG00000010278	CD9	ensembl_havana	15	6.54225	5.52286	2.12795	2.09616	4.89038	4.79044	3.79989	4.95538
12	6493356	6531956	38600	+	ENSG00000010292	protein_coding	ENSG00000010292	NCAPD2	ensembl_havana	13	5.39765	4.81852	3.77234	4.24345	2.91153	2.93278	3.35079	4.15005
12	6538961	6556074	17113	-	ENSG00000010295	protein_coding	ENSG00000010295	IFFO1	ensembl_havana	20	1.00884	1.02408	1.09972	1.12999	1.00502	1.00146	1.03285	1.04819
19	45668221	45683723	15502	+	ENSG00000010310	protein_coding	ENSG00000010310	GIPR	ensembl_havana	9	1.03707	1.02215	1	1	1.0037	1.00323	1.00573	1.00463
3	52410660	52423642	12982	+	ENSG00000010318	protein_coding	ENSG00000010318	PHF7	ensembl_havana	22	1.31919	1.19307	1.09361	1.08793	1.1633	1.13308	1.51732	1.7016
3	52433035	52445104	12069	-	ENSG00000010319	protein_coding	ENSG00000010319	SEMA3G	ensembl_havana	7	1.00501	1.01422	1.00214	1	1.07596	1.07676	1.01226	1.0208
3	52455118	52493069	37951	+	ENSG00000010322	protein_coding	ENSG00000010322	NISCH	ensembl_havana	16	1.49413	1.54645	1.25345	1.2923	1.65447	1.70593	1.32742	1.42897
19	49806866	49817377	10511	-	ENSG00000010361	protein_coding	ENSG00000010361	FUZ	ensembl_havana	14	1.27925	1.34575	1.09176	1.0783	1.0235	1.00804	1.16321	1.1144
X	149476988	149521097	44109	-	ENSG00000010404	protein_coding	ENSG00000010404	IDS	ensembl_havana	18	2.31055	2.18782	3.37436	3.49694	2.4665	2.49033	9.03048	11.4433
9	33750679	33799232	48553	+	ENSG00000010438	protein_coding	ENSG00000010438	PRSS3	ensembl_havana	17	1.00249	1.00212	1.09213	1.10851	1	1	1.01097	1.01994
16	3222325	3236222	13897	-	ENSG00000010539	protein_coding	ENSG00000010539	ZNF200	ensembl_havana	12	1.71371	1.65967	1.35165	1.36647	1.9998	1.99093	1.33849	1.48768
12	6786858	6820800	33942	+	ENSG00000010610	protein_coding	ENSG00000010610	CD4	ensembl_havana	10	1.00446	1.00202	1	1	1.00084	1.00148	1	1
12	6873569	6914242	40673	+	ENSG00000010626	protein_coding	ENSG00000010626	LRRC23	ensembl_havana	15	1.03643	1.03311	1.03163	1.02203	1.00518	1.00645	1.00605	1.00963
X	101349338	101390797	41459	-	ENSG00000010671	protein_coding	ENSG00000010671	BTK	ensembl_havana	18	1.00657	1.00745	1	1.00141	1.00069	1.00242	1.00143	1.00173
6	26087281	26098344	11063	+	ENSG00000010704	protein_coding	ENSG00000010704	HFE	ensembl_havana	19	2.3559	2.17613	1.62169	1.83075	3.33554	3.23139	1.58031	1.64176
1	41027202	41242307	215105	-	ENSG00000010803	protein_coding	ENSG00000010803	SCMH1	ensembl_havana	17	1.02925	1.02219	1.06239	1.05375	1.07964	1.08055	1.03755	1.04234
6	111660332	111873453	213121	-	ENSG00000010810	protein_coding	ENSG00000010810	FYN	ensembl_havana	18	1.08799	1.07749	1.09985	1.07938	1.02191	1.02256	1.07802	1.11189
6	142751469	142956699	205230	-	ENSG00000010818	protein_coding	ENSG00000010818	HIVEP2	ensembl_havana	11	1.10832	1.10473	1.58686	1.56162	1.16192	1.14408	1.12023	1.19132
1	23743448	23762060	18612	+	ENSG00000011007	protein_coding	ENSG00000011007	ELOA	ensembl_havana	13	3.95526	3.90253	4.71836	4.50981	6.10404	5.94985	4.21291	5.65547
1	23791145	23795540	4395	+	ENSG00000011009	protein_coding	ENSG00000011009	LYPLA2	ensembl_havana	11	2.54156	2.74995	2.09426	2.39853	4.97614	5.60883	3.50413	3.33348
1	11806096	11848080	41984	+	ENSG00000011021	protein_coding	ENSG00000011021	CLCN6	ensembl_havana	23	1.15633	1.17583	1.10285	1.13316	1.17741	1.1479	1.36995	1.52528
17	62627670	62693598	65928	+	ENSG00000011028	protein_coding	ENSG00000011028	MRC2	ensembl_havana	14	1.01652	1.02003	1.12746	1.14682	1.01173	1.01519	1.05027	1.05222
17	51153590	51171745	18155	+	ENSG00000011052	protein_coding	ENSG00000011052	NME1-NME2	ensembl_havana	21	1.00343	1.00003	1.03673	1.08069	1.04869	1.02098	1.028	1.00019
12	3077355	3286565	209210	+	ENSG00000011105	protein_coding	ENSG00000011105	TSPAN9	ensembl_havana	14	1.04381	1.03693	1.05253	1.05904	1.1279	1.13895	1.03168	1.05228
14	93237550	93333093	95543	-	ENSG00000011114	protein_coding	ENSG00000011114	BTBD7	ensembl_havana	15	1.94495	2.01733	1.47251	1.47331	2.45004	2.52782	2.00327	2.47537
19	3750772	3761693	10921	-	ENSG00000011132	protein_coding	ENSG00000011132	APBA3	ensembl_havana	12	1.24008	1.28845	1.35282	1.39637	1.20827	1.22241	1.17563	1.23637
17	58205441	58219606	14165	-	ENSG00000011143	protein_coding	ENSG00000011143	MKS1	ensembl_havana	19	1.89041	1.70294	1.6261	1.55997	1.2528	1.3058	1.45114	1.77211
3	43690108	43734372	44264	+	ENSG00000011198	protein_coding	ENSG00000011198	ABHD5	ensembl_havana	10	2.0236	1.98744	2.1309	2.04411	2.66655	2.66416	3.63674	4.38465
X	8528874	8732138	203264	-	ENSG00000011201	protein_coding	ENSG00000011201	ANOS1	ensembl_havana	12	1.06265	1.04426	1.00051	1.00029	1.04482	1.04816	1.24831	1.30749
19	15380050	15419142	39092	-	ENSG00000011243	protein_coding	ENSG00000011243	AKAP8L	ensembl_havana	19	1.2592	1.26256	1.12576	1.13721	1.19413	1.21317	1.15666	1.23266
17	51177425	51260164	82739	-	ENSG00000011258	protein_coding	ENSG00000011258	MBTD1	ensembl_havana	16	1.37104	1.39547	1.18688	1.17971	1.47747	1.49386	1.30966	1.37662
17	51260546	51297937	37391	+	ENSG00000011260	protein_coding	ENSG00000011260	UTP18	ensembl_havana	14	2.16808	2.11568	2.18385	2.40903	2.41203	2.43903	3.20199	3.55483
7	5620047	5781697	161650	-	ENSG00000011275	protein_coding	ENSG00000011275	RNF216	ensembl_havana	19	1.20369	1.17499	1.16273	1.17199	1.27464	1.29832	1.12751	1.18684
17	15999784	16045016	45232	+	ENSG00000011295	protein_coding	ENSG00000011295	TTC19	ensembl_havana	16	4.37466	3.92402	1.86971	1.75702	2.82474	2.80527	2.52722	3.12643
19	797075	812328	15253	+	ENSG00000011304	protein_coding	ENSG00000011304	PTBP1	ensembl_havana	22	14.8493	12.7413	13.5294	13.797	15.1499	15.3931	12.3004	15.6088
19	38211006	38229715	18709	-	ENSG00000011332	protein_coding	ENSG00000011332	DPF1	ensembl_havana	22	1.11802	1.15783	1.08292	1.12359	1.09187	1.11375	1.22771	1.26258
11	61513714	61581149	67435	-	ENSG00000011347	protein_coding	ENSG00000011347	SYT7	ensembl_havana	10	1.16775	1.15275	1.00652	1.00651	1.33816	1.32971	1.00044	1.00053
3	45388561	45554727	166166	+	ENSG00000011376	protein_coding	ENSG00000011376	LARS2	ensembl_havana	12	1.1407	1.13824	1.13662	1.13563	1.12189	1.12401	1.14885	1.20156
11	17077730	17207987	130257	-	ENSG00000011405	protein_coding	ENSG00000011405	PIK3C2A	ensembl_havana	14	2.54045	2.4798	2.50961	2.51224	2.79027	2.72308	2.44929	2.91688
19	43646095	43670548	24453	-	ENSG00000011422	protein_coding	ENSG00000011422	PLAUR	ensembl_havana	12	1.16698	1.17692	1.33308	1.29326	1.04569	1.0686	1.22746	1.26689
7	36389821	36453792	63971	+	ENSG00000011426	protein_coding	ENSG00000011426	ANLN	ensembl_havana	11	11.0824	9.73133	4.97677	5.42064	11.5198	11.3288	11.0182	15.0094
19	15419978	15449957	29979	-	ENSG00000011451	protein_coding	ENSG00000011451	WIZ	ensembl_havana	21	2.54363	2.38122	1.81333	1.88748	2.10562	2.10662	1.55067	1.71409
9	122940833	123104867	164034	+	ENSG00000011454	protein_coding	ENSG00000011454	RABGAP1	ensembl_havana	18	1.83122	1.73846	1.26513	1.25338	1.69334	1.70733	1.27054	1.34802
19	45692403	45703990	11587	+	ENSG00000011478	protein_coding	ENSG00000011478	QPCTL	ensembl_havana	13	1.53773	1.42374	1.46862	1.63909	1.84803	2.0934	2.16685	2.12958
19	46347087	46392982	45895	+	ENSG00000011485	protein_coding	ENSG00000011485	PPP5C	ensembl_havana	15	1.23122	1.18502	1.30397	1.3801	1.27247	1.31892	1.24944	1.29818
2	65056354	65087005	30651	+	ENSG00000011523	protein_coding	ENSG00000011523	CEP68	ensembl_havana	15	1.604	1.58721	1.39062	1.41928	1.43858	1.45646	1.2987	1.32966
2	39249266	39437302	188036	-	ENSG00000011566	protein_coding	ENSG00000011566	MAP4K3	ensembl_havana	15	1.35083	1.29618	1.36467	1.29497	1.53917	1.51117	1.4742	1.63579
19	35704558	35717039	12481	+	ENSG00000011590	protein_coding	ENSG00000011590	ZBTB32	ensembl_havana	14	1.01696	1.04402	1.01864	1.03049	1.02754	1.02407	1.03082	1.03735
16	21158377	21180617	22240	+	ENSG00000011638	protein_coding	ENSG00000011638	LDAF1	ensembl_havana	11	1.34544	1.28715	1.82313	1.48168	2.52642	2.47143	1.40307	1.54337
X	152166234	152451316	285082	-	ENSG00000011677	protein_coding	ENSG00000011677	GABRA3	ensembl_havana	13	1.0017	1.00289	1.02476	1.02741	1.05406	1.05357	1.02677	1.04013
17	43044295	43170246	125951	-	ENSG00000012048	protein_coding	ENSG00000012048	BRCA1	ensembl_havana	25	1.88132	1.79628	1.20611	1.2203	1.40395	1.39858	1.30771	1.40428
19	45407334	45478829	71495	-	ENSG00000012061	protein_coding	ENSG00000012061	ERCC1	ensembl_havana	17	1.14465	1.14041	1.32599	1.34439	1.10151	1.11713	1.42529	1.42979
19	35319261	35347362	28101	+	ENSG00000012124	protein_coding	ENSG00000012124	CD22	ensembl_havana	17	1.13562	1.16861	1	1.00312	1.08971	1.08999	1.08212	1.10081
3	50267558	50277547	9989	+	ENSG00000012171	protein_coding	ENSG00000012171	SEMA3B	ensembl_havana	20	1.40575	1.35404	1.03106	1.04102	1.00287	1.02256	1.15105	1.18308
X	21839617	21885424	45807	+	ENSG00000012174	protein_coding	ENSG00000012174	MBTPS2	ensembl_havana	12	2.30078	2.12433	3.15302	3.05212	3.28688	3.22411	1.73635	1.94878
X	49174802	49186529	11727	-	ENSG00000012211	protein_coding	ENSG00000012211	PRICKLE3	ensembl_havana	13	1.25308	1.2082	1.14784	1.23238	1.22792	1.27245	1.10596	1.10414
3	46435645	46485235	49590	-	ENSG00000012223	protein_coding	ENSG00000012223	LTF	ensembl_havana	13	1	1.00138	1	1.00413	1	1.00101	1.0006	1.00217
8	28600469	28756562	156093	+	ENSG00000012232	protein_coding	ENSG00000012232	EXTL3	ensembl_havana	10	1.21567	1.18565	1.34604	1.34127	1.33439	1.40069	1.26933	1.33127
6	53267398	53349180	81782	-	ENSG00000012660	protein_coding	ENSG00000012660	ELOVL5	ensembl_havana	14	5.01556	4.52812	3.60949	3.59535	6.71671	6.6085	4.46707	5.54113
10	45374176	45446120	71944	+	ENSG00000012779	protein_coding	ENSG00000012779	ALOX5	ensembl_havana	12	1.03658	1.04534	1	1	1.00358	1.00522	1.00288	1.0005
12	53708517	53727746	19229	-	ENSG00000012822	protein_coding	ENSG00000012822	CALCOCO1	ensembl_havana	16	1.72513	1.67673	1.21918	1.25115	1.33223	1.29948	1.45695	1.74407
